GID,GEOM_O,IDENT,ADRESSE,CAMPGPS,CODEPOST,NATURE,IDMOUVT,IDSAE,LIGNEDES,LONGARR,DATECREA,DATEDEPL,DATEGEAR,DATEGEMO,DATEGEVO,MOBILIE1,MOBILIE2,MOBILIE3,MOBILIE4,NOMARRET,REFMOB1,REFMOB2,REFMOB3,REFMOB4,VILLE,ARSCOL,PRESCORB,CONFORT,NIVACPMR,PHOTO,ARTRAN,NIVSERV,RESEAU,CDATE,MDATE
105,360,5576,face au 18 place Stalingrad,20111006000000,33100,Voie protégée,8,,Résago Bouliac,,20081217000000,20081217000000,20081217000000,20110401000000,20081217000000,Poteau,,,,Stalingrad,,,,,BORDEAUX,,,,,,,,,20170830151000,20170830171844
3690,360,5593,avenue du Château Pichon,20110927000000,33290,Sur chaussée norme access,8,,22/Flexo 57 Résa,,20091119000000,20101004000000,20091119000000,20091119000000,20110915000000,Poteau,,,,Colverts,,,,,PAREMPUYRE,,,,,,,,BUS,20170830151000,20170830175140
3350,360,5599,route de Léognan (devant le Collège),20100721000000,33140,Sur chaussée classique,14,,87/Lianes 5 Sud,,,20090831000000,19990818000000,20090831000000,20090831000000,Abribus V1,Abribus V1,,,Collège Chambéry,27.41,27.40,,,VILLENAVE-D'ORNON,,,,,,,,BUS,20170830151000,20170830175136
3313,360,5600,route de Léognan (en face du Collège),20141015000000,33140,Sur chaussée classique,14,,87/Lianes 5 Sud,,20100222000000,20140801000000,20010101000000,20150430000000,20090828000000,Poteau,,,,Collège Chambéry,,,,,VILLENAVE-D'ORNON,,,,,,,,BUS,20170830151000,20170830175136
3571,360,5602,26 rue Edmond Besse (devant l'entreprise UTPF express),20100727000000,33300,Hors chaussée intégral,8,,76,,20100222000000,20100222000000,20090831000000,20151204000000,20090831000000,Poteau,,,,Barrès,,,,,BORDEAUX,,,,,,,,BUS,20170830151000,20170830175140
3957,360,5603,123 rue Joseph Brunet,20100727000000,33300,Sur chaussée classique,18,,Navette Matmut,,20100222000000,20100222000000,20100222000000,20110307000000,20100222000000,Non matérialisé,,,,Claveau,,,,,BORDEAUX,,,,,,,,BUS,20170830151000,20170830175144
1081,360,5604,10 rue Léon Blum,20121024000000,33300,Sur chaussée classique,8,,,,20100222000000,20100222000000,20100222000000,20131202000000,20100222000000,Non matérialisé,,,,Claveau,,,,,BORDEAUX,,,,,,,,,20170830151000,20170830171848
1037,360,5673,28 avenue Gustave Eiffel,20121030000000,33700,Sur chaussée classique,8,,30/Flexo 48 Résa,,20100222000000,20120416000000,20100222000000,20120416000000,20100222000000,Abribus V1- Ev2,,,,Laplace,18-177,,,,MERIGNAC,,,,,,,,BUS,20170830151000,20170830175120
1038,360,5674,31 avenue Gustave Eiffel,20100723000000,33700,Sur chaussée classique,8,,30/Flexo 48 Résa,,20100222000000,20100222000000,20100222000000,20100222000000,20100222000000,Poteau,,,,Laplace,,,,,MERIGNAC,,,,,,,,BUS,20170830151000,20170830175120
1462,360,5676,52/54 avenue Henri Vigneau,20111003000000,33700,Sur chaussée classique,6,,Corol 34,,20100222000000,20100222000000,20100222000000,20100222000000,20100222000000,Poteau,,,,Logey,,,,,MERIGNAC,,,,,,,,BUS,20170830151000,20170830175124
4072,360,5677,avenue de la Somme,20121015000000,33700,Sur chaussée norme access,6,,30/Corol 34/Lianes 1,,20100222000000,20111124000000,20100222000000,20111124000000,20111124000000,Abribus V1,Abribus V1,,,Mérignac Soleil,18.53,18-59,,,MERIGNAC,,,,,,,,BUS,20170830151000,20170830175144
3291,360,5679,avenue de la Somme,20111003000000,33700,Sur chaussée classique,6,,Corol 34,,20100222000000,20100222000000,20100222000000,20110207000000,20100222000000,Abribus V1,,,,Quatre chemins,18.173,,,,MERIGNAC,,,,,,,,BUS,20170830151000,20170830175136
139,360,567,82 rue Raymond Lavigne,19970725000000,33100,Sur chaussée classique,4,,Citéis 45,,20010101000000,,20000201000000,,,Poteau,,,,Sabarots,,,,,BORDEAUX,,,,,,,,BUS,20170830151000,20170830175112
2850,360,5681,face au 37 avenue Edouard Bourlaux,20100721000000,33140,Sur chaussée classique,6,,Corol 34,,20100222000000,20100222000000,20100222000000,20100222000000,20100222000000,Poteau,,,,Les Peupliers,,,,,VILLENAVE-D'ORNON,,,,,,,,BUS,20170830151000,20170830175132
2851,360,5682,39 avenue Edouard Bourlaux,20100721000000,33140,Sur chaussée classique,6,,Corol 34,,20100222000000,20100222000000,20100222000000,20100222000000,20100222000000,Poteau,,,,Les Peupliers,,,,,VILLENAVE-D'ORNON,,,,,,,,BUS,20170830151000,20170830175132
3958,360,5683,face au 7 avenue Edouard Bourlaux,20100728000000,33140,Sur chaussée classique,6,,Corol 34,,20100222000000,20100222000000,20150126000000,20170228000000,20100222000000,Non matérialisé,,,,Lycée Vaclav Havel,,,,,VILLENAVE-D'ORNON,,,,,,,,BUS,20170830151000,20170830175144
3114,360,5684,11 avenue Edouard Bourlaux,20100728000000,33140,Sur chaussée classique,6,,Corol 34,,20100222000000,20100222000000,20150126000000,20100222000000,20100222000000,Poteau,,,,Lycée Vaclav Havel,,,,,VILLENAVE-D'ORNON,,,,,,,,BUS,20170830151000,20170830175136
2853,360,5685,67 avenue Jeanne d'Arc,20100729000000,33130,Sur chaussée classique,6,,Corol 34/Corol 36/Lianes 11,,20100222000000,20100222000000,20100222000000,20100222000000,20100222000000,Poteau,,,,Mendès France,,,,,BEGLES,,,,,,,,BUS,20170830151000,20170830175132
1054,360,5686,face au 67 avenue Jeanne d'Arc,20100729000000,33130,Sur chaussée classique,6,,Corol 34/Corol 36/Lianes 11,,20100222000000,20100222000000,20100222000000,20100222000000,20100222000000,Poteau,,,,Mendès France,,,,,BEGLES,,,,,,,,BUS,20170830151000,20170830175120
319,360,5687,rue Denis Papin,20100721000000,33130,Sur chaussée classique,6,,Corol 34/Lianes 11,,20100222000000,20100222000000,20100222000000,20100222000000,20100222000000,Poteau,,,,Denis Papin,,,,,BEGLES,,,,,,,,BUS,20170830151000,20170830175116
1017,360,5688,rue Denis Papin,20100721000000,33130,Hors chaussée intégral,6,,Corol 34/Lianes 11,,20100222000000,20100222000000,20100222000000,20100222000000,20100222000000,Poteau,,,,Denis Papin,,,,,BEGLES,,,,,,,,BUS,20170830151000,20170830175120
2855,360,5690,allée du Président René Coty,20121016000000,33700,Sur chaussée classique,6,,Lianes 1/Lianes 11,,20100222000000,20100222000000,20100222000000,20100222000000,20100222000000,Poteau,,,,Lycée Daguin,,,,,MERIGNAC,,,,,,,,BUS,20170830151000,20170830175132
3462,360,5692,face au 10 rue du Repos,20100726000000,33290,Sur chaussée classique,4,,,,20100222000000,20100222000000,20100222000000,20100222000000,20100222000000,Poteau,,,,Blanquefort Cimetière,,,,,BLANQUEFORT,,,,,,,,,20170830151000,20170830171848
2857,360,5695,168 rue Saint François Xavier,20100721000000,33170,Sur chaussée classique,8,,Corol 36,,20100222000000,20100222000000,20100222000000,20100222000000,20100222000000,Poteau,,,,François Xavier,,,,,GRADIGNAN,,,,,,,,BUS,20170830151000,20170830175132
2858,360,5698,20 rue du Moulineau,20100721000000,33170,Sur chaussée classique,8,,Corol 36/Spécifique 86,,20100222000000,20100222000000,20100222000000,20100222000000,20100222000000,Poteau,,,,Mairie de Gradignan,,,,,GRADIGNAN,,,,,,,,BUS,20170830151000,20170830175132
3845,360,5702,face au 7 rue de Poumey,20141015000000,33170,Sur chaussée norme access,8,,Spécifique 86,,20100222000000,20100222000000,20100222000000,20110620000000,20100222000000,Poteau,,,,Poumey,,,,,GRADIGNAN,,,,,,,,BUS,20170830151000,20170830175140
1056,360,5706,39/37 boulevard du Haut Livrac,20110930000000,33600,Sur chaussée classique,8,,Citéis 44,,20100222000000,20100222000000,20100222000000,20110216000000,20100525000000,Poteau,,,,Boulevard du Haut Livrac,,,,,PESSAC,,,,,,,,BUS,20170830151000,20170830175120
1028,360,5708,49 avenue du Parc d'Espagne,20100719000000,33600,Sur chaussée classique,8,,Citéis 44,,20100222000000,20100222000000,20100222000000,20100222000000,20100525000000,Poteau,,,,Villeneuve,,,,,PESSAC,,,,,,,,BUS,20170830151000,20170830175120
3164,360,5714,9 place de Courréjean,20100721000000,33140,Sur chaussée classique,8,,Corol 36,,20100222000000,20100222000000,20100222000000,,20100222000000,Abribus V1- Ev2,,,,Courréjean,27-103,,,,VILLENAVE-D'ORNON,,,,,,,,BUS,20170830151000,20170830175136
2763,360,5715,face au 3 place de Courréjean,20100721000000,33140,Sur chaussée classique,8,,Citéis 89/Corol 36,,20100222000000,20100222000000,20100222000000,,20100222000000,Abribus V1- Ev2,,,,Courréjean,27-102,,,,VILLENAVE-D'ORNON,,,,,,,,BUS,20170830151000,20170830175132
3705,360,5716,30/32 rue du Bourdillot,20100728000000,33290,Sur chaussée classique,8,,,,20100222000000,20100222000000,20100222000000,20100222000000,20100222000000,Poteau,,,,Bourdillot,,,,,PAREMPUYRE,,,,,,,,,20170830151000,20170830171852
3783,360,5717,31 rue du Bourdillot,20100728000000,33290,Sur chaussée classique,8,,,,20100222000000,20100222000000,20100222000000,20100222000000,20100222000000,Poteau,,,,Bourdillot,,,,,PAREMPUYRE,,,,,,,,,20170830151000,20170830171852
3706,360,5720,34 rue de Landegrand,20100728000000,33290,Sur chaussée classique,8,,76/Flexo 57 Résa/Spécifique 77,,20100222000000,20100222000000,20100222000000,20100222000000,20100222000000,Poteau,,,,Bigeau,,,,,PAREMPUYRE,,,,,,,,BUS,20170830151000,20170830175140
3784,360,5721,45 rue de Landegrand,20121025000000,33290,Sur chaussée classique,8,,76/Flexo 57 Résa/Spécifique 77,,20100222000000,20100222000000,20100222000000,20120601000000,20100222000000,Abribus V1- Ev2,,,,Bigeau,19-17,,,,PAREMPUYRE,,,,,,,,BUS,20170830151000,20170830175140
2841,360,5726,7 avenue Georges Clémenceau,20100721000000,33140,Sur chaussée classique,8,,,,20100222000000,20100222000000,20100222000000,20100222000000,20100222000000,Poteau,,,,Ducros,,,,,VILLENAVE-D'ORNON,SCOLAIRE,,,,,,,,20170830151000,20170830180712
1440,360,5727,8B avenue Georges Clémenceau,20100721000000,33140,Sur chaussée classique,8,,,,20100222000000,20100222000000,20100222000000,20100222000000,20100222000000,Poteau,,,,Ducros,,,,,VILLENAVE-D'ORNON,SCOLAIRE,,,,,,,,20170830151000,20170830180652
692,360,5731,24 chemin du Passage de la Côte,20100721000000,33140,Sur chaussée classique,8,,,,20100222000000,20100222000000,20100222000000,20130902000000,20100222000000,Non matérialisé,,,,Pagnol,,,,,VILLENAVE-D'ORNON,,,,,,,,,20170830151000,20170830171852
2860,360,5732,chemin du Passage de la Côte,20100721000000,33140,Hors chaussée intégral,8,,,,20100222000000,20100222000000,20100222000000,20130902000000,20010101000000,Non matérialisé,,,,Hourcade,,,,,VILLENAVE-D'ORNON,,,,,,,,,20170830151000,20170830171852
2874,360,5788,face au 55 avenue du Château d'Eau,20100728000000,33700,Sur chaussée classique,4,,Lianes 16,,20100222000000,20100222000000,20100222000000,20100222000000,20010101000000,Abribus V2,,,,Bosquets,18-40,,,,MERIGNAC,,,,,,,,BUS,20170830151000,20170830175132
844,360,5789,69 avenue du Château d'eau,20141020000000,33700,Sur chaussée classique,4,,Lianes 16,,20100222000000,20100222000000,20100222000000,20140409000000,20100222000000,Poteau,,,,Bosquets,,,,,MERIGNAC,,,,,,,,BUS,20170830151000,20170830175120
3863,360,578,50 rue Robert Schuman,20141022000000,33300,Sur chaussée classique,14,,Lianes 15,,20010101000000,20130716000000,20000504000000,20170221000000,,Poteau,,,,Poirson,,,,,BORDEAUX,,,,,,,,BUS,20170830151000,20170830175140
2876,360,5793,130/131 rue Amédée Saint Germain,20100729000000,33800,Sur chaussée classique,6,,Lianes 10,,20100222000000,20100222000000,20100222000000,20100222000000,20100222000000,Poteau,,,,Rue de Bègles,,,,,BORDEAUX,,,,,,,,BUS,20170830151000,20170830175132
1075,360,5796,83 rue Amédée St Germain,20100729000000,33800,Sur chaussée classique,6,,Lianes 10,,20100222000000,20100222000000,20100222000000,20100222000000,20100222000000,Poteau,,,,Billaudel,,,,,BORDEAUX,,,,,,,,BUS,20170830151000,20170830175120
3184,360,5799,avenue Jean Jaurès,20141022000000,33150,Sur chaussée classique,6,,27/Flexo 51,,20100222000000,20151001000000,20100222000000,20160108000000,20100222000000,Poteau,,,,Cenon Gare,,,,,CENON,,,,,,,,BUS,20170830151000,20170830175136
1439,360,5800,avenue Jean Jaurès,20100806000000,33150,Sur chaussée classique,6,,27/Flexo 51,,20100222000000,20160308000000,20100222000000,20130312000000,20100222000000,Poteau mobile,,,,Cenon Gare,,,,,CENON,,,,,,,,BUS,20170830151000,20170830175124
1129,360,5801,8bis/12 rue de la Benauge,20141022000000,33100,Sur chaussée norme access,6,,80/Citéis 45/Lianes 10,,20100222000000,20100222000000,20100222000000,20100222000000,20140701000000,Poteau,,,,Stalingrad,,,,,BORDEAUX,,,,,,,,BUS,20170830151000,20170830175120
2878,360,5807,face au 18 avenue Paul Montagne,20100719000000,33600,Sur chaussée classique,14,,Citéis 42,,20100222000000,20100222000000,20100222000000,20100222000000,20100531000000,Poteau,,,,Paul Montagne,,,,,PESSAC,,,,,,,,BUS,20170830151000,20170830175132
2879,360,5808,18 avenue Paul Montagne,20100719000000,33600,Sur chaussée classique,14,,Citéis 42,,20100222000000,20100222000000,20100222000000,20100222000000,20100531000000,Poteau,,,,Paul Montagne,,,,,PESSAC,,,,,,,,BUS,20170830151000,20170830175132
2698,360,580,13 rue Pierre Brossolette,20111006000000,33150,Sur chaussée classique,6,,Citéis 40,,20010101000000,,20000209000000,20060724000000,,Poteau,,,,Rue de l'Amitié,,,,,CENON,SCOLAIRE,,,,,,,BUS,20170830151000,20170830180712
86,360,5811,face au 18 rue Larouillat,20100719000000,33600,Sur chaussée classique,14,,Citéis 42,,20100222000000,20100222000000,20100222000000,20100222000000,20100531000000,Poteau,,,,Forestier,,,,,PESSAC,,,,,,,,BUS,20170830151000,20170830175112
659,360,5812,9 rue Edmond Grangeneuve,20100719000000,33600,Sur chaussée classique,14,,Citéis 42,,20100222000000,20100222000000,20100222000000,20100222000000,20100531000000,Poteau,,,,Forestier,,,,,PESSAC,,,,,,,,BUS,20170830151000,20170830175116
2881,360,5813,7 avenue Victor Hugo,20100722000000,33700,Sur chaussée classique,14,,Citéis 42,,20100222000000,20100222000000,20100222000000,20100222000000,20100222000000,Poteau,,,,Ste Bernadette,,,,,MERIGNAC,,,,,,,,BUS,20170830151000,20170830175132
2882,360,5814,face au 122 avenue Artistide Briand,20100826000000,33700,Sur chaussée classique,14,,Citéis 42,,20100222000000,20100222000000,20100222000000,20100222000000,20100222000000,Poteau,,,,Aristide Briand,,,,,MERIGNAC,,,,,,,,BUS,20170830151000,20170830175132
1347,360,5816,88 avenue du Maréchal Galliéni,20100723000000,33700,Sur chaussée classique,14,,,,20100222000000,20100222000000,20100222000000,20100222000000,20100222000000,Poteau,,,,La Grappe d'Or,,,,,MERIGNAC,,,,,,,,,20170830151000,20170830171856
1337,360,5817,24 avenue du Maréchal Galliéni,20100723000000,33700,Sur chaussée classique,14,,,,20100222000000,20100222000000,20100222000000,20100222000000,20100222000000,Poteau,,,,Galliéni,,,,,MERIGNAC,,,,,,,,,20170830151000,20170830171856
1348,360,5818,8 avenue de Bourranville,20100726000000,33700,Sur chaussée classique,14,,,,20100222000000,20100222000000,20100222000000,20100222000000,20100531000000,Poteau,,,,Bourranville,,,,,MERIGNAC,,,,,,,,,20170830151000,20170830171856
591,360,581,face au 211 boulevard Alfred Daney,20111014000000,33300,Sur chaussée norme access,6,,Corol 32/Lianes 9,,20010101000000,,19990712000000,20051004000000,20110901000000,Abribus V1 éclairé,,,,Latule,7.109,,,,BORDEAUX,,,,,,,,BUS,20170830151000,20170830175116
1339,360,5821,39 avenue de Bourranville,20100722000000,33700,Sur chaussée classique,14,,,,20100222000000,20100222000000,20100222000000,20100222000000,20100222000000,Poteau,,,,Gare de Caudéran,,,,,MERIGNAC,,,,,,,,,20170830151000,20170830171856
1350,360,5822,avenue de Bourranville,20100722000000,33700,Sur chaussée classique,14,,,,20100222000000,20100222000000,20100222000000,20100222000000,20100222000000,Poteau,,,,Montesquieu,,,,,MERIGNAC,,,,,,,,,20170830151000,20170830171856
1574,360,5823,face au 52/54 avenue de Bourranville,20100722000000,33700,Sur chaussée classique,14,,,,20100222000000,20100222000000,20100222000000,20100222000000,20100222000000,Poteau,,,,Montesquieu,,,,,MERIGNAC,,,,,,,,,20170830151000,20170830171856
1576,360,5825,53 avenue du Bédat,20100723000000,33700,Sur chaussée classique,14,,,,20100222000000,20100222000000,20100222000000,20100222000000,20100222000000,Poteau,,,,Collège Capeyron,,,,,MERIGNAC,,,,,,,,,20170830151000,20170830171856
1593,360,5826,5/7 avenue de Bedat,20100722000000,33700,Sur chaussée classique,14,,,,20100222000000,20100222000000,20100222000000,20100222000000,20100222000000,Poteau,,,,Truc,,,,,MERIGNAC,,,,,,,,,20170830151000,20170830171856
3185,360,5827,5 avenue du Dr Fernand Grosse,20100722000000,33700,Sur chaussée classique,14,,,,20100222000000,20100222000000,20100222000000,20100222000000,20100222000000,Poteau,,,,Truc,,,,,MERIGNAC,,,,,,,,,20170830151000,20170830171856
2884,360,5828,20 rue Frédéric Joliot Curie,20100722000000,33700,Sur chaussée classique,6,,,,20100222000000,20100222000000,20100222000000,20121001000000,20100222000000,Non matérialisé,,,,Tassigny,,,,,MERIGNAC,,,,,,,,,20170830151000,20170830171856
181,360,5829,face au 17 avenue du Dr Fernand Grosse,20100722000000,33700,Sur chaussée classique,14,,,,20100222000000,20100222000000,20100222000000,20100222000000,20100222000000,Poteau,,,,Tassigny,,,,,MERIGNAC,,,,,,,,,20170830151000,20170830171856
2048,360,582,48 rue Pierre Baour,20131011000000,33300,Sur chaussée classique,8,,25/76,,20010101000000,,20100222000000,20121001000000,,Poteau,,,,Libre Service de Gros,,,,,BORDEAUX,,,,,,,,BUS,20170830151000,20170830175128
2886,360,5833,2/4 avenue de la Libération,20141014000000,33310,Sur chaussée norme access,6,,Citéis 40,,20100222000000,20140326000000,20100222000000,20140326000000,20140326000000,Abribus V1- Ev2,,,,Bois Fleuri,17-84,,,,LORMONT,,,,,,,,BUS,20170830151000,20170830175132
2887,360,5835,face au 160B rue des Gravières,20100805000000,33310,Sur chaussée classique,6,,Citéis 40,,20100222000000,20100222000000,20100222000000,20100222000000,20100222000000,Abribus V4 non éclairé,,,,Gravières,17-52,,,,LORMONT,,,,,,,,BUS,20170830151000,20170830175132
2889,360,5838,face au 46/48 avenue de la Moune,20121022000000,33370,Sur chaussée classique,6,,64/Flexo 51 Résa/Flexo 68,,20100222000000,20100222000000,20100222000000,20120420000000,20100222000000,Abribus V1- Ev2,,,,Pouqueyras,3.36,,,,ARTIGUES-PRES-BORDEAUX,,,,,,,,BUS,20170830151000,20170830175132
1329,360,583,29/31 rue Yvon Mansencal,20040927000000,33140,Sur chaussée classique,14,,87,,20010101000000,20040831000000,20011119000000,,20040831000000,Poteau,,,,Mansencal,,,,,VILLENAVE-D'ORNON,,,,,,,,BUS,20170830151000,20170830175120
2890,360,5840,face au 5/6 quai de Brienne,20100809000000,33800,Sur chaussée classique,6,,Lianes 11,,20100222000000,20100222000000,20100222000000,20050905000000,19980831000000,Abribus V1 éclairé,,,,Brienne Vernet,7.207,,,,BORDEAUX,,,,,,,,BUS,20170830151000,20170830175132
1064,360,5841,7 quai de Brienne,20100809000000,33800,Sur chaussée classique,6,,Lianes 11,,20100222000000,20100222000000,20100222000000,20050905000000,20100222000000,Abribus V1 éclairé,,,,Brienne Vernet,7.208,,,,BORDEAUX,,,,,,,,BUS,20170830151000,20170830175120
616,360,584,2 rue du Tondu,19970804000000,33000,Sur chaussée classique,14,,24,,20010101000000,,19991125000000,,,Poteau,,,,Albret,,,,,BORDEAUX,,,,,,,,BUS,20170830151000,20170830175116
2892,360,5851,allée du Président René Coty,20100726000000,33700,Hors chaussée intégral,6,,,,20100222000000,20100222000000,20100222000000,20100222000000,20100222000000,Abribus V1,,,,Mérignac Centre (René Coty),18-169,,,,MERIGNAC,,,,,,,,,20170830151000,20170830171856
1063,360,5852,face au 30/32 avenue Pierre Loti,20111006000000,33150,Sur chaussée norme access,6,,Citéis 40,,20100222000000,20110421000000,20100222000000,20110421000000,20110421000000,Abribus V1,,,,Plaisance,12-35,,,,CENON,,,,,,,,BUS,20170830151000,20170830175120
3484,360,7570,rue Cézanne,,33810,Sur chaussée classique,8,,92/93/Flexo 50 Résa,,20150831000000,20150831000000,20150831000000,20160601000000,20150831000000,Poteau,,,,Escarraguel,,,,,AMBES,,,,,,,,BUS,20170830151000,20170830175140
1549,360,7571,Pôle d'échanges Buttinière,,33310,Terminus Bus,8,,93,,20150831000000,20150831000000,20150831000000,20150901000000,20150831000000,Poteau,,,,Buttinière,,,,,LORMONT,,,,,,,,BUS,20170830151000,20170830175124
3886,360,7572,place de la République,,33000,Terminus Bus norme access,8,,83/Citéis 45,,20150831000000,20150831000000,20150831000000,20160829000000,20150831000000,Poteau,,,,République,,,,,BORDEAUX,,,,,,,,BUS,20170830151000,20170830175140
3898,360,7573,boulevard Jacques Chaban Delmas,,33520,Sur chaussée classique,8,,73/Lianes 15,,20150831000000,20150831000000,20150831000000,20160310000000,20150831000000,Poteau,,,,Camping International,,,,,BRUGES,,,,,,,,BUS,20170830151000,20170830175140
190,360,7581,3 chemin de Couhins,,33140,Sur chaussée classique,8,,,,20150831000000,20150831000000,20150831000000,20160905000000,20150831000000,Non matérialisé,,,,Pyrénées,,,,,VILLENAVE-D'ORNON,,,,,,,,,20170830151000,20170830171928
3387,360,7582,6/6bis chemin de Couhins,,33140,Sur chaussée classique,8,,,,20150831000000,20150831000000,20150831000000,20160905000000,20150831000000,Non matérialisé,,,,Pyrénées,,,,,VILLENAVE-D'ORNON,,,,,,,,,20170830151000,20170830171928
3389,360,7583,face au 53 chemin de Couhins,,33140,Sur chaussée classique,8,,,,20150831000000,20150831000000,20150831000000,20160905000000,20150831000000,Non matérialisé,,,,Stade Trigan,,,,,VILLENAVE-D'ORNON,,,,,,,,,20170830151000,20170830171928
3388,360,7585,chemin de Couhins,,33140,Sur chaussée classique,8,,,,20150831000000,20150831000000,20150831000000,20160905000000,20150831000000,Non matérialisé,,,,Debussy,,,,,VILLENAVE-D'ORNON,,,,,,,,,20170830151000,20170830171928
1771,360,758,face au 11 rue Frédéric Delmestre,20040923000000,33160,Sur chaussée classique,8,,71/Spécifique 79,,20010101000000,20040729000000,20000509000000,,,Poteau,,,,Tristan,,,,,SAINT-MEDARD-EN-JALLES,,,,,,,,BUS,20170830151000,20170830175124
3496,360,7591,rue Maréchal de Lattre de Tassigny,,33810,Sur chaussée classique,8,,91 Résa/92/93/Flexo 50 Résa,,20150831000000,20150831000000,20150831000000,20150831000000,20150831000000,Poteau mobile,,,,Tassigny,,,,,AMBES,,,,,,,,BUS,20170830151000,20170830175140
3808,360,7593,avenue du 10 mai 1981,,33810,Sur chaussée classique,8,,91 Résa/92/93/Flexo 50 Résa,,20150831000000,20150831000000,20150831000000,20150831000000,20150831000000,Poteau mobile,,,,10 mai 1981,,,,,AMBES,,,,,,,,BUS,20170830151000,20170830175140
3251,360,759,95/97 avenue de Canéjan,19970708000000,33600,Sur chaussée classique,8,,,,20010101000000,,20070705000000,20121001000000,,Non matérialisé,,,,AFPA Pessac,,,,,PESSAC,,,,,,,,,20170830151000,20170830171928
3478,360,7601,avenue Mirieu de Labarre (rond point Sovi),,33140,Hors chaussée norme acces,8,,Corol 36,,20150831000000,20150831000000,20160829000000,20160125000000,20150831000000,Poteau,,,,Jules Verne,,,,,VILLENAVE-D'ORNON,,,,,,,,BUS,20170830151000,20170830175140
4086,360,7602,avenue Mirieu de Labarre (rond point Sovi),,33140,Sur chaussée norme access,8,,Corol 36,,20150831000000,20150831000000,20160829000000,20160125000000,20150831000000,Poteau,,,,Jules Verne,,,,,VILLENAVE-D'ORNON,,,,,,,,BUS,20170830151000,20170830175144
3940,360,7603,avenue Mirieu de Labarre,,33140,Sur chaussée norme access,8,,Corol 36,,20150831000000,20150831000000,20160829000000,20160125000000,20150831000000,Poteau,,,,Le Bocage,,,,,VILLENAVE-D'ORNON,,,,,,,,BUS,20170830151000,20170830175144
3831,360,7604,avenue Mirieu de Labarre,,33140,Sur chaussée norme access,8,,Corol 36,,20150831000000,20150831000000,20160829000000,20160125000000,20150831000000,Poteau,,,,Le Bocage,,,,,VILLENAVE-D'ORNON,,,,,,,,BUS,20170830151000,20170830175140
3568,360,7612,avenue Marcel Dassault,,33700,Sur chaussée classique,6,,Lianes 11/Spécifique 82/Spécifique 88,,20150831000000,20150831000000,20150831000000,20161130000000,20150831000000,Poteau,,,,Issartier,,,,,MERIGNAC,,,,,,,,BUS,20170830151000,20170830175140
3379,360,7614,221 avenue Pasteur,,33270,Sur chaussée classique,6,,Lianes 10,,20150831000000,20150831000000,20150831000000,20170411000000,20150831000000,Poteau,,,,Rosa Parks,,,,,FLOIRAC,,,,,,,,BUS,20170830151000,20170830175136
3975,360,7621,63 avenue du Docteur Schinazi,,33300,Voie protégée,8,,76,,,,,20160519000000,,Poteau,,,,Berges de la Garonne,,,,,BORDEAUX,,,,,,,,BUS,20170830151000,20170830175144
3988,360,7623,allée Louis Ratabou,,33300,Terminus Bus norme access,8,,73,,20150831000000,20150831000000,20150831000000,20160310000000,20150831000000,Poteau,,,,Parc des Expositions,,,,,BORDEAUX,,,,,,,,BUS,20170830151000,20170830175144
2716,360,7651,avenue de Labarde,,33300,Sur chaussée classique,8,,25/76,,,,20010101000000,20010101000000,20010101000000,Poteau,,,,Jallère,,,,,BORDEAUX,,,,,,,,BUS,20170830151000,20170830175132
3812,360,7671,avenue des Griffons,,33530,Sur chaussée classique,8,,Lianes 7,,,20151116000000,20010101000000,20170106000000,20010101000000,Abribus V1,,,,La Gardette (Bassens - Carbon Blanc),17-58,,,,BASSENS,,,,,,,,BUS,20170830151000,20170830175140
3899,360,7672,68 rue du Château d'Eau,,33000,Sur chaussée classique,6,,83/Lianes 1/Lianes 16,,20151214000000,20151214000000,20151214000000,20161015000000,20151214000000,Abribus V4,,,,Centre Commercial Mériadeck,7-455,,,,BORDEAUX,,,,,,,,BUS,20170830151000,20170830175140
3741,360,767,361/363 avenue de Tivoli,20060727000000,33110,Sur chaussée classique,4,,29,,20010101000000,,20161219000000,20050726000000,,Poteau,,,,Les Méridiennes,,,,,LE BOUSCAT,,,,,,,,BUS,20170830151000,20170830175140
1942,360,769,328 Rue Pasteur,20060727000000,33200,Sur chaussée classique,4,,Corol 33/Lianes 16/Spécifique 74,,20010101000000,20051019000000,19990716000000,20051019000000,,Abribus V3 non éclairé,,,,Deveaux,7.162,,,,BORDEAUX,,,,,,,,BUS,20170830151000,20170830175124
4000,360,7711,avenue Jean Jaurès/ rue Léopold Laplante,,33520,Quai Tramway,11,,C,,20161217000000,20161217000000,20161217000000,,20161217000000,,,,,LA VACHE,,,,,BRUGES,,,,,,,,TRAM,20170830151000,20170830175144
3593,360,7713,rue Beyerman,,33520,Quai Tramway,11,,C,,20161217000000,20161217000000,20161217000000,,20161217000000,,,,,AUSONE,,,,,BRUGES,,,,,,,,TRAM,20170830151000,20170830175140
3911,360,7716,avenue Charles de Gaulle,,33520,Quai Tramway,11,,C,,20161217000000,20161217000000,20161217000000,,20161217000000,,,,,GARE DE BRUGES,,,,,BRUGES,,,,,,,,TRAM,20170830151000,20170830175140
3334,360,771,410 route de Toulouse,20060719000000,33130,Sur chaussée classique,14,,Lianes 5 Sud,,20010101000000,20051108000000,19990818000000,20051108000000,,Abribus V1 non éclairé,,,,Epargne,5.16,,,,BEGLES,,,,,,,,BUS,20170830151000,20170830175136
